InstitutionType,InstructorID_Pre,InstructorID_Post,StudentID,Q1FUS,Q2FUS,Q3FUS_Yes,Q3FUS_No,Q4FUS_A,Q4FUS_B,Q4FUS_C,Q4FUS_D,Q4FUS_F,Q5FUS_NeverIntended,Q5FUS_Time,Q5FUS_Grade,Q5FUS_Understand,Q5FUS_Major,Q5FUS_Experience,Q5FUS_OtherCourses,Q6FUS_1,Q6FUS_2,Q6FUS_3,Q6FUS_4,Q7FUS
5,720,720,10191,7,A,Yes, ,A, , , , , , , , , , , ,Agree, , , ,"The teaching was good, the assessments were difficult but very doable. I didn't need tutoring, and I love math and I needed it for my major so that motivated me to continue taking calculus."
5,720,720,10192, , , , , , , , , , , , , , , , , , , , , 
5,720,720,10193,15,A, ,No, , , , , ,I never intended to take Calculus II., , , , , ,I have too many other courses I need to complete., , , , ,"I enjoyed the class, but I was well-prepared for it by taking calculus in high school. If I had not, I would have struggled more and enjoyed the class less."
5,720,720,10194, , , , , , , , , , , , , , , , , , , , , 
5,720,720,10196, , , , , , , , , , , , , , , , , , , , , 
5,720,720,10197,14,A,Yes, , ,B, , , , , , , , , , , , , ,Strongly Agree,Our Calc 1 class had lecture 3 times a week and then recitation/lab with a TA twice a week. The thing that kept me the most motivated was my TA--he explained things so clearly and simply and was so willing to help in and out of class. We also have a math lab where you can get help from math TA's at almost any time which was really helpful.
5,720,720,10199, , , , , , , , , , , , , , , , , , , , , 
5,720,720,10201, , , , , , , , , , , , , , , , , , , , , 
5,720,720,10202, , , , , , , , , , , , , , , , , , , , , 
5,720,720,10203,2,A,Yes, ,A, , , , , , , , , , , ,Agree, , , ,The math lab was one of the tools I used to do well in the class and that made Calculus a positive experience.  TA office hours were very helpful in understanding ideas rather than just the specific problems I learned how to do at the math lab.  I enjoyed taking tests which weren't impossible but also streched my knowledge of the subject.
5,720,720,10205, , , , , , , , , , , , , , , , , , , , , 
5,720,720,10206,1,A, ,No, , , , , ,I never intended to take Calculus II., , , , , , , , , , ,"I had a great experience in Calculus 1.  I had actually taken Calculus AB/BC in high school and knew a lot of the information, but it was a goo refresher course.  I don't need to take calculus 2 for my major and already have the credit from the BC portion of my high school AP class.  I wouldn't mind taking calculus 2 as I believe math is extremely useful in whatever you do, but time constraints dictate otherwise."
5,720,720,10207, , , , , , , , , , , , , , , , , , , , , 
5,720,720,10208, , , , , , , , , , , , , , , , , , , , , 
5,720,720,10209,12,A,Yes, , ,B, , , , , , , , , , ,Agree, , , , 
5,720,720,10210,7,C, ,No, , , , , ,I never intended to take Calculus II.,"To do well in Calculus II, I would need to spend more time and effort than I can afford.", ,I do not believe I understand the ideas of Calculus I well enough to take Calculus II., ,My experience in Calculus I made me decide not to take calculus II.,I have too many other courses I need to complete., , , , , 
5,720,720,10211,7,B,Yes, ,A, , , , , , , , , , , , , , ,Strongly Agree, 
5,720,720,10213,8,A, ,No, , , , , , , , , , , , , , , , , 
5,720,720,10214, , , , , , , , , , , , , , , , , , , , , 
5,720,720,10215,6,B,Yes, , ,B, , , , , , , , , , , ,Disagree, , ,"I was retaking the course to get into my program.  I've taken all required math, such as Linear Algebra, Multivariable Calculus, and Differential Equations.  The course itself was horrible, and in my opinion, nothing but a difficult class to weed out students.  I was concurrently taking engineering math one (Multivariable Calculus and Linear Algebra) and recieved an 'A' in the class, while getting a B+ in Calculus one.  The material covered and teaching was decent, however, the course set up and objective was horrible.  I am currently taking a graduate level math course, Applied Engineering Math currently."
5,720,720,10216, , , , , , , , , , , , , , , , , , , , , 
5,720,720,10217, , , , , , , , , , , , , , , , , , , , , 
5,720,720,10218, , , , , , , , , , , , , , , , , , , , , 
5,720,720,10219,6,B,Yes, , , ,C, , , , , , , , , , , , ,Strongly Agree,I loved finding out that the formulas that we have used since middle school were derived from calculus. I think that of the maths calculus helps to solve real problems. I can see how some of these can apply to everyday life.
5,720,720,10220, , , , , , , , , , , , , , , , , , , , , 
5,720,720,10222, , , , , , , , , , , , , , , , , , , , , 
5,720,720,10223, , , , , , , , , , , , , , , , , , , , , 
5,720,720,10224, , , , , , , , , , , , , , , , , , , , , 
5,720,720,10225,11,C, ,No, , , , , ,I never intended to take Calculus II., , , ,I changed my major and now do not need to take Calculus II., , , , , , ,It was a good experience. I wish the lecture class size was smaller but it helped having small TA sections.
5,720,720,10226, , , , , , , , , , , , , , , , , , , , , 
5,720,720,10227,7,A,Yes, , ,B, , , , , , , , , , , , , , , 
5,720,720,10228, , , , , , , , , , , , , , , , , , , , , 
5,720,720,10229,15,C, ,No, , , , , , , ,My grade in Calculus I was not good enough for me to continue to Calculus II.,I do not believe I understand the ideas of Calculus I well enough to take Calculus II.,I changed my major and now do not need to take Calculus II., , , ,Disagree, , ,I changed my major. Calc was not my strong suit so taking calc II would have been a huge time commitment for me. I couldn't do it
5,720,720,10230,16,A,Yes, ,A, , , , , , , , , , , ,Agree, , , ,I took this class because it was required for my major.  I would not have taken it if were nto required.
5,720,720,10231, , , , , , , , , , , , , , , , , , , , , 
5,720,720,10232, , , , , , , , , , , , , , , , , , , , , 
5,720,720,10233, , , , , , , , , , , , , , , , , , , , , 
5,720,720,10234, , , , , , , , , , , , , , , , , , , , , 
5,720,720,10235,0,B, ,No, , , , , , ,"To do well in Calculus II, I would need to spend more time and effort than I can afford.", , , , ,I have too many other courses I need to complete.,Agree, , , ,I love calculus. I would love to take more and advance in math but it just won't fit into my schedule with my current career goals.  I love when I find places where calculus applies in my current classes.  The math teaching assistants were incredibly helpful and the tests were fair.
5,720,720,10237, , , , , , , , , , , , , , , , , , , , , 
5,720,720,10238, , , , , , , , , , , , , , , , , , , , , 
5,720,720,10239, , , , , , , , , , , , , , , , , , , , , 
5,720,720,10240, , , , , , , , , , , , , , , , , , , , , 
5,720,720,10241, , , , , , , , , , , , , , , , , , , , , 
5,720,720,10242, , , , , , , , , , , , , , , , , , , , , 
5,720,720,10243, , , , , , , , , , , , , , , , , , , , , 
5,720,720,10244, , , , , , , , , , , , , , , , , , , , , 
5,720,720,10245, , , , , , , , , , , , , , , , , , , , , 
5,720,720,10250,11,C, ,No, , , , , , ,"To do well in Calculus II, I would need to spend more time and effort than I can afford.", , , , , , , , , ,"The math lab helped me the most. I feel like I understood the concepts very well and that my teacher did a great job at explaining it, I just psyched myself out during the tests, and didn't perform my best."
5,720,720,10253,2,C, ,No, , , , , ,I never intended to take Calculus II., , , , , , , , , , , 
5,720,720,10254, , , , , , , , , , , , , , , , , , , , , 
5,720,720,10255,2,B,Yes, , , ,C, , , , , , , , , , ,Disagree, , ,"I liked the way it was taught. The only reason I didn't do better was because I didn't put in as much effort as I should have. I stayed in it because it was required for the major I was in, but then I changed majors and it was no longer needed, so I just took it for fun really. I still run into my TA and he was great. That was the most memorable part."
5,720,720,10256, , , , , , , , , , , , , , , , , , , , , 
5,720,720,10257,5,B,Yes, , ,B, , , , , , , , , , , , , , ,"I'm taking Calc II becasue my major requires it. In Calc I you learn alot of easier stuff, in Calc II you learn fewer, but harder concepts. I wish I had taken Calc II right after Calc I."
5,720,720,10258, , , , , , , , , , , , , , , , , , , , , 
5,720,720,10259, , , , , , , , , , , , , , , , , , , , , 
5,720,720,10260, , , , , , , , , , , , , , , , , , , , , 
5,720,720,10262, , , , , , , , , , , , , , , , , , , , , 
5,720,720,10263, , , , , , , , , , , , , , , , , , , , , 
5,720,720,10264,1,A, ,No, , , , , , , , , ,I changed my major and now do not need to take Calculus II., , ,Agree, , , ,"I do LOVE mathematics, but since I changed my major from engineering to public health, the only math required for my major is calculus I."
5,720,720,10265, , , , , , , , , , , , , , , , , , , , , 
5,720,720,10266,10,A, ,No, , , , , , , , , ,I changed my major and now do not need to take Calculus II.,My experience in Calculus I made me decide not to take calculus II., , ,Disagree, , ,"I felt like Calculus 1 was a good class and that I learned a lot more than in HS AP Calculus.  However, I felt like there was a TON of homework (online and written) and I wasn't really enjoying the class.  I did well, but I wasn't excited about what I was learning.  Therefore, I decided to take a few pre-requisites for the Elementary Education major and I loved them, so that's why I changed majors."
5,720,720,10267, , , , , , , , , , , , , , , , , , , , , 
5,720,720,10268, , , , , , , , , , , , , , , , , , , , , 
5,720,720,10270,6,A,Yes, ,A, , , , , , , , , , , , , , ,Strongly Agree,"The teacher did a really great job of helping us to learn/discover on our own. In class, he would spend some time each day talking about applications of what we were learning -- cool uses for a logarithmic spiral, what a cardioid is, other cool stuff. We also had a weekly reading to do that talked about more cool things, for example, Hotel Infinity, how e^x relates so much to natural exponential growth of things, and so forth.   He also made us read in the book the stuff we were going to talk about in class -- BEFORE class started. I thought that was pretty important. We're doing the same thing in my Linear Algebra math class right now, and it's still helpful. It's good because when you read it the first time, you get kind of a feel for what you're going to talk about, and you start to understand the concepts a little bit. Then in class the teacher teaches about it and can focus on explaining the really difficult or interesting parts, and can answer specific questions of the students, rather than spoon-feeding every little detail to us."
5,720,720,10271, , , , , , , , , , , , , , , , , , , , , 
5,720, ,14171,16,C, ,No, , , , , ,I never intended to take Calculus II., , , , , , , , , , ,"it was a really difficult class for me.  I pretty much got as far as I needed to go for my economics major and then I was done.  The classes I take for econ have enough of a math focus, I didn't want to go take more from the math department.  The teaching assistants for econ can at least break the concepts down in ways that seem like they could be useful to something and when they would be applicable. Calculus was a huge time commitment and a lot of repetitive busy work to try and memorize the steps to take for a problem without really understanding the reason or purpose behind any of those steps.  There were still some things that I did that were only because I knew that was the next step to get the correct solution, I had no idea what that step was actually accomplishing.  It still seems like a lot of work was put in for something I'm still waiting to get more out of."
5,720, ,14172, , , , , , , , , , , , , , , , , , , , , 
5,720, ,14173,16,B, ,No, , , , , , ,"To do well in Calculus II, I would need to spend more time and effort than I can afford.", , , , , , ,Disagree, , , 
5,720, ,14174, , , , , , , , , , , , , , , , , , , , , 
5,720, ,14176, , , , , , , , , , , , , , , , , , , , , 
5,720, ,14177,1,A, ,No, , , , , ,I never intended to take Calculus II.,"To do well in Calculus II, I would need to spend more time and effort than I can afford.", , , , , , , , , ,"Calc I was a beast of a class.  Really fast passed and a lot of material covered, especially if you have never had calc in high school.  I enjoyed the material I learned but it took too much effort for me to want to take calc II when I don't have to for my major"
5,720, ,14179, , , , , , , , , , , , , , , , , , , , , 
5,720, ,14180,15,B, ,No, , , , , ,I never intended to take Calculus II., , , , , , , , , , ,"It was a good experience, and I learned a lot. I don't see myself needing to use it much in the advertising/marketing field, but as far as better understanding how the world works, it was an interesting and thought-provoking/challenging class."
5,720, ,14182, , , , , , , , , , , , , , , , , , , , , 
5,720, ,14183,15,C, ,No, , , , , ,I never intended to take Calculus II., , , , , , , , , , , 
5,720, ,14184, , , , , , , , , , , , , , , , , , , , , 
5,720, ,14185, , , , , , , , , , , , , , , , , , , , , 
5,720, ,14186, , , , , , , , , , , , , , , , , , , , , 
5,720, ,14187, , , , , , , , , , , , , , , , , , , , , 
5,720, ,14188, , , , , , , , , , , , , , , , , , , , , 
5,720, ,14189, , , , , , , , , , , , , , , , , , , , , 
5,720, ,14190,4,C, ,No, , , , , , ,"To do well in Calculus II, I would need to spend more time and effort than I can afford.", , , , , , , , , , 
5,720, ,14192, , , , , , , , , , , , , , , , , , , , , 
5,720, ,14193, , , , , , , , , , , , , , , , , , , , , 
5,720, ,14194,12,C, ,No, , , , , , ,"To do well in Calculus II, I would need to spend more time and effort than I can afford.", , ,I changed my major and now do not need to take Calculus II., , , ,Disagree, , ,The assessments were fair.  The heavy workload was excessive and unnecessary.
5,720, ,14197, , , , , , , , , , , , , , , , , , , , , 
5,720, ,14200, , , , , , , , , , , , , , , , , , , , , 
5,720, ,14201, , , , , , , , , , , , , , , , , , , , , 
5,720, ,14202, , , , , , , , , , , , , , , , , , , , , 
5,720, ,14203, , , , , , , , , , , , , , , , , , , , , 
5,720, ,14204, , , , , , , , , , , , , , , , , , , , , 
5,720, ,14205, , , , , , , , , , , , , , , , , , , , , 
5,720, ,14207, , , , , , , , , , , , , , , , , , , , , 
5,720, ,14208, , , , , , , , , , , , , , , , , , , , , 
5,720, ,14209, , , , , , , , , , , , , , , , , , , , , 
5,720, ,14211, , , , , , , , , , , , , , , , , , , , , 
5,720, ,14212, , , , , , , , , , , , , , , , , , , , , 
5,720, ,14213, , , , , , , , , , , , , , , , , , , , , 
5,720, ,14214, , , , , , , , , , , , , , , , , , , , , 
5,720, ,14216,11,C, ,No, , , , , , ,"To do well in Calculus II, I would need to spend more time and effort than I can afford.", ,I do not believe I understand the ideas of Calculus I well enough to take Calculus II.,I changed my major and now do not need to take Calculus II.,My experience in Calculus I made me decide not to take calculus II.,I have too many other courses I need to complete., ,Disagree, , , 
5,720, ,14217, , , , , , , , , , , , , , , , , , , , , 
5,720, ,14219, , , , , , , , , , , , , , , , , , , , , 
5,720, ,14220, , , , , , , , , , , , , , , , , , , , , 
5,720, ,14221, , , , , , , , , , , , , , , , , , , , , 
5,720, ,14222, , , , , , , , , , , , , , , , , , , , , 
5,720, ,14223, , , , , , , , , , , , , , , , , , , , , 
5,720, ,14224, , , , , , , , , , , , , , , , , , , , , 
5,720, ,14225, , , , , , , , , , , , , , , , , , , , , 
5,720, ,14226, , , , , , , , , , , , , , , , , , , , , 
5,720, ,14227,4,B,Yes, , , , , ,F, , , , , , , , , ,Strongly Disagree, ,"I felt that the material was interesting enough, but it was far to condensed, timewise. I would love to take calculus with literally twice as much time, even if it means two semesters for Calc 1, and two for calc 2. I rushed through Calc 1 and got by with a B+ but didn't get enough to succeed in Calc 2 and I am about to withdraw for the semester so I don't get a failing grade."
5,720, ,14228, , , , , , , , , , , , , , , , , , , , , 
5,720, ,14230, , , , , , , , , , , , , , , , , , , , , 
5,720, ,14231, , , , , , , , , , , , , , , , , , , , , 
5,720, ,14232, , , , , , , , , , , , , , , , , , , , , 
5,720, ,14235, , , , , , , , , , , , , , , , , , , , , 
5,720, ,14236, , , , , , , , , , , , , , , , , , , , , 
5,720, ,14237, , , , , , , , , , , , , , , , , , , , , 
5,720, ,14238, , , , , , , , , , , , , , , , , , , , , 
5,720, ,14239, , , , , , , , , , , , , , , , , , , , , 
5,720, ,14240, , , , , , , , , , , , , , , , , , , , , 
5,720, ,14243, , , , , , , , , , , , , , , , , , , , , 
5,720, ,14244, , , , , , , , , , , , , , , , , , , , , 
5,720, ,14245, , , , , , , , , , , , , , , , , , , , , 
5,720, ,14246,11,A, ,No, , , , , ,I never intended to take Calculus II., , , , , , , , , , ,Great.
5,720, ,14247, , , , , , , , , , , , , , , , , , , , , 
5,720, ,14248, , , , , , , , , , , , , , , , , , , , , 
5,720, ,14250,1,B, ,No, , , , , ,I never intended to take Calculus II., , , , , , , ,Disagree, , ,Taking Calculus I in a smaller class size was so much more helpful for me and I would not attempt to take a math class in a big class size again.  The only reason I was able to do as well as i did was because I went into the math lab every day and got help from tutors and other students.  I am not exactly a fan of math and my career choice does not require additional math and so I never intended to take more math classes.
5,720, ,14255, , , , , , , , , , , , , , , , , , , , , 
5,720, ,14257,8,B,Yes, , , ,C, , , , , , , , , ,Agree, , , ,My motivation to take calculus is the fact that i needed to take them to be able to complete my major.
5,720, ,14258, , , , , , , , , , , , , , , , , , , , , 
5,720, ,14260,11,B, ,No, , , , , ,I never intended to take Calculus II., , , , , ,I have too many other courses I need to complete., , , , ,"My teacher was not very good, and we never got through all of the material. He would only do examples out of the book that we already had, and he frequently made mistakes while doing so. The tests were not very good assessments of what we learned. The only way I got through Calculus I was through countless hours spent in the Math Lab, which was helpful but frustratingly slow/busy. I loved math all through junior high and high school, particularly Calculus. However, the experiences and teacher that I had at BYU actually decreased my interest in math. I had debated majoring in math, but that thought was completely erased after my Calculus class."
5,720, ,14261, , , , , , , , , , , , , , , , , , , , , 
5,720, ,14262,1,A, ,No, , , , , , , , , , , , , , , , , 
5,720, ,14263, , , , , , , , , , , , , , , , , , , , , 
5,720, ,14264, , , , , , , , , , , , , , , , , , , , , 
5,720, ,14265, , , , , , , , , , , , , , , , , , , , , 
5,720, ,14266, , , , , , , , , , , , , , , , , , , , , 
5,720, ,14270, , , , , , , , , , , , , , , , , , , , , 
5,720, ,14271,15,B, ,No, , , , , ,I never intended to take Calculus II., , , , , , , , , , ,"Calc was frustrating for me because no matter how hard I worked, I still did poorly, and (this sounds arrogant) that had never happened to me before. I'm not used to giving something as much effort as I can and not getting an A. So it was a humbling experience, and I did enjoy it when I was able to do well."
5,720, ,14273, , , , , , , , , , , , , , , , , , , , , 
5,720, ,14274, , , , , , , , , , , , , , , , , , , , , 
5,720, ,14276, , , , , , , , , , , , , , , , , , , , , 
5,720, ,14279, , , , , , , , , , , , , , , , , , , , , 
5,720, ,14282, , , , , , , , , , , , , , , , , , , , , 
5,720, ,14283, , , , , , , , , , , , , , , , , , , , , 
5,720, ,14284, , , , , , , , , , , , , , , , , , , , , 
5,720, ,14286, , , , , , , , , , , , , , , , , , , , , 
5,720, ,14288, , , , , , , , , , , , , , , , , , , , , 
5,720, ,14291, , , , , , , , , , , , , , , , , , , , , 
5,720, ,14292, , , , , , , , , , , , , , , , , , , , , 
5,720, ,14293, , , , , , , , , , , , , , , , , , , , , 
5,720, ,14298, , , , , , , , , , , , , , , , , , , , , 
5,720, ,14299,8,B,Yes, , ,B, , , , , , , , , , ,Agree, , , ,"I didn't really like the professor, but I loved my TA! We're still friends. I just like math in general and thought Calculus I was good."
5,720, ,14302, , , , , , , , , , , , , , , , , , , , , 
5,720, ,14303, , , , , , , , , , , , , , , , , , , , , 
5,720, ,14304, , , , , , , , , , , , , , , , , , , , , 
5,720, ,14305, , , , , , , , , , , , , , , , , , , , , 
5,720, ,14306, , , , , , , , , , , , , , , , , , , , , 
5,720, ,14307, , , , , , , , , , , , , , , , , , , , , 
5,720, ,14310, , , , , , , , , , , , , , , , , , , , , 
5,720, ,14312, , , , , , , , , , , , , , , , , , , , , 
5,720, ,14313, , , , , , , , , , , , , , , , , , , , , 
5,720, ,14316, , , , , , , , , , , , , , , , , , , , , 
5,720, ,14318, , , , , , , , , , , , , , , , , , , , , 
5,720, ,14319, , , , , , , , , , , , , , , , , , , , , 
5,720, ,14325, , , , , , , , , , , , , , , , , , , , , 
5,720, ,14326, , , , , , , , , , , , , , , , , , , , , 
5,720, ,14327, , , , , , , , , , , , , , , , , , , , , 
5,720, ,14328, , , , , , , , , , , , , , , , , , , , , 
5,720, ,14329, , , , , , , , , , , , , , , , , , , , , 
5,720, ,14331, , , , , , , , , , , , , , , , , , , , , 
5,720, ,14334, , , , , , , , , , , , , , , , , , , , , 
5,720, ,14336, , , , , , , , , , , , , , , , , , , , , 
5,720, ,14338, , , , , , , , , , , , , , , , , , , , , 
5,720, ,14339, , , , , , , , , , , , , , , , , , , , , 
5,720, ,14341, , , , , , , , , , , , , , , , , , , , , 
5,720, ,14342, , , , , , , , , , , , , , , , , , , , , 
5,720, ,14343, , , , , , , , , , , , , , , , , , , , , 
5,720, ,14345, , , , , , , , , , , , , , , , , , , , , 
5,720, ,14346, , , , , , , , , , , , , , , , , , , , , 
5,720, ,14347, , , , , , , , , , , , , , , , , , , , , 
5,720, ,14349, , , , , , , , , , , , , , , , , , , , , 
5,720, ,14351, , , , , , , , , , , , , , , , , , , , , 
5,720, ,14352, , , , , , , , , , , , , , , , , , , , , 
5,720, ,14354, , , , , , , , , , , , , , , , , , , , , 
5,720, ,14355, , , , , , , , , , , , , , , , , , , , , 
5,720, ,14356, , , , , , , , , , , , , , , , , , , , , 
5,720, ,14357, , , , , , , , , , , , , , , , , , , , , 
5,720, ,14358, , , , , , , , , , , , , , , , , , , , , 
5,720, ,14359, , , , , , , , , , , , , , , , , , , , , 
5,720, ,14360,1,A, ,No, , , , , ,I never intended to take Calculus II., , , , , , , , , , ,I am afraid that my opinon doesn't account for the masses because I absolutely love calculus. But I really enjoyed Calculus and just the way it makes you think and analyze things around you.
5,720, ,14361, , , , , , , , , , , , , , , , , , , , , 
5,720, ,14362, , , , , , , , , , , , , , , , , , , , , 
5,720, ,14363, , , , , , , , , , , , , , , , , , , , , 
5,720, ,14369, , , , , , , , , , , , , , , , , , , , , 
5,720, ,14370, , , , , , , , , , , , , , , , , , , , , 
5,720, ,14371, , , , , , , , , , , , , , , , , , , , , 
5,720, ,14373, , , , , , , , , , , , , , , , , , , , , 
5,720, ,14375, , , , , , , , , , , , , , , , , , , , , 
5,720, ,14380, , , , , , , , , , , , , , , , , , , , , 
5,720, ,14381, , , , , , , , , , , , , , , , , , , , , 
5,720, ,14383, , , , , , , , , , , , , , , , , , , , , 
5,720, ,14384, , , , , , , , , , , , , , , , , , , , , 
5,720, ,14385, , , , , , , , , , , , , , , , , , , , , 
5,720, ,14386, , , , , , , , , , , , , , , , , , , , , 
5,720, ,14387, , , , , , , , , , , , , , , , , , , , , 
5,720, ,14388, , , , , , , , , , , , , , , , , , , , , 
5,720, ,14389, , , , , , , , , , , , , , , , , , , , , 
5,720, ,14390, , , , , , , , , , , , , , , , , , , , , 
5,720, ,14391,12,A, ,No, , , , , , , , , ,I changed my major and now do not need to take Calculus II., , ,Agree, , , ,"I enjoyed my calculus class and felt that I was given many different resources to help me succeed if I was willing to put in the time. The tests were very challenging, but fair."
5,720, ,14392, , , , , , , , , , , , , , , , , , , , , 
5,720, ,14393, , , , , , , , , , , , , , , , , , , , , 
5,720, ,14395,9,B,Yes, , ,B, , , , , , , , , , , , , ,Strongly Agree,"The professor was fun and engaging, and greatly clarified difficult concepts. There were three lecture hours and two lab hours with a TA each week. We had three midterms and a comprehensive final, most of which was written. The university has a math lab where students can ask TAs homework questions. This class was encouraging for continuing to study math, calculus especially, because everything connected logically to everything else and simple methods still apply to the most difficult situations."
5,720, ,14398, , , , , , , , , , , , , , , , , , , , , 
5,720, ,14399, , , , , , , , , , , , , , , , , , , , , 
5,720, ,14400, , , , , , , , , , , , , , , , , , , , , 
5,720, ,14401, , , , , , , , , , , , , , , , , , , , , 
5,720, ,14402, , , , , , , , , , , , , , , , , , , , , 
5,720, ,14403, , , , , , , , , , , , , , , , , , , , , 
5,720, ,14406, , , , , , , , , , , , , , , , , , , , , 
5,720, ,14407, , , , , , , , , , , , , , , , , , , , , 
5,720, ,14408, , , , , , , , , , , , , , , , , , , , , 
5,720, ,14409, , , , , , , , , , , , , , , , , , , , , 
5,720, ,14410, , , , , , , , , , , , , , , , , , , , , 
5, ,720,21098, , , , , , , , , , , , , , , , , , , , , 
5, ,720,21099, , , , , , , , , , , , , , , , , , , , , 
5, ,720,21100, , , , , , , , , , , , , , , , , , , , , 
5, ,720,21101, , , , , , , , , , , , , , , , , , , , , 
5, ,720,21102, , , , , , , , , , , , , , , , , , , , , 
5, ,720,21103, , , , , , , , , , , , , , , , , , , , , 
5, ,720,21104, , , , , , , , , , , , , , , , , , , , , 
5, ,720,21105, , , , , , , , , , , , , , , , , , , , , 
5, ,720,21106, , , , , ,B, , , , , , , , , , , , , , ,The teacher was going so fast every single class that sometimes even the smallest question was overwhelming to figure out.
5, ,720,21108, , , , , , , , , , , , , , , , , , , , , 
5, ,720,21111, , , , , , , , , , , , , , , , , , , , , 
5, ,720,21112, , , , , , , , , , , , , , , , , , , , , 
5, ,720,21113, , , , , , , , , , , , , , , , , , , , , 
5, ,720,21115, , , , , , , , , , , , , , , , , , , , , 
5, ,720,21118, , , , , , , , , , , , , , , , , , , , , 
5, ,720,21119, , , , , , , , , , , , , , , , , , , , , 
5, ,720,21121, , , , , , , , , , , , , , , , , , , , , 
5, ,720,21122, , , , , , , , , , , , , , , , , , , , , 
5, ,720,21124, , , , , , , , , , , , , , , , , , , , , 
5, ,720,21125, , , , , , , , , , , , , , , , , , , , , 
5, ,720,21126, , , , , , , , , , , , , , , , , , , , , 
5, ,720,21129, , , , , , , , , , , , , , , , , , , , , 
5, ,720,21131, , , , , , , , , , , , , , , , , , , , , 
5, ,720,21132, , , , , , , , , , , , , , , , , , , , , 
5, ,720,21134, , , , , , , , , , , , , , , , , , , , , 
5, ,720,21137, , , , , , , , , , , , , , , , , , , , , 
5, ,720,21138, , , , , , , , , , , , , , , , , , , , , 
5, ,720,21139, , , , , , , , , , , , , , , , , , , , , 
5, ,720,21140, , , , , , , , , , , , , , , , , , , , , 
5, ,720,21141, , , , , , , , , , , , , , , , , , , , , 
5, ,720,21143, , , , , , , , , , , , , , , , , , , , , 
5, ,720,21144, , , , , , , , , , , , , , , , , , , , , 
5,720, ,23190, , , , , , , , , , , , , , , , , , , , , 
5,720, ,23191, , , , , , , , , , , , , , , , , , , , , 
5,720, ,23192, , , , , , , , , , , , , , , , , , , , , 
5,720, ,23193, , , , , , , , , , , , , , , , , , , , , 
5,720, ,23194, , , , , , , , , , , , , , , , , , , , , 
5,720, ,23195, , , , , , , , , , , , , , , , , , , , , 
5,720, ,23196, , , , , , , , , , , , , , , , , , , , , 
5,720, ,23197, , , , , , , , , , , , , , , , , , , , , 
5,720, ,23198, , , , , , , , , , , , , , , , , , , , , 
5,720, ,23199, , , , , , , , , , , , , , , , , , , , , 
5, ,720,24321, , , , , , , , , , , , , , , , , , , , , 
5, ,720,24322, , , , , , , , , , , , , , , , , , , , , 
5, ,720,24323, , , , , , , , , , , , , , , , , , , , , 
5, ,720,24324, , , , , , , , , , , , , , , , , , , , , 
5, ,720,24325, , , , , , , , , , , , , , , , , , , , , 
5, ,720,24326, , , , , , , , , , , , , , , , , , , , , 
5, ,720,24327, , , , , , , , , , , , , , , , , , , , , 
5, ,720,24328, , , , , , , , , , , , , , , , , , , , , 
5, ,720,24329, , , , , , , , , , , , , , , , , , , , , 
5, ,720,24330, , , , , , , , , , , , , , , , , , , , , 
5, ,720,24331, , , , , , , , , , , , , , , , , , , , , 
5, ,720,24332, , , , , , , , , , , , , , , , , , , , , 
5, ,720,24333, , , , , , , , , , , , , , , , , , , , , 
5, ,720,24334, , , , , , , , , , , , , , , , , , , , , 
5, ,720,24335, , , , , , , , , , , , , , , , , , , , , 
5, ,720,24336, , , , , , , , , , , , , , , , , , , , , 
5, ,720,24337, , , , , , , , , , , , , , , , , , , , , 
5, ,720,24338, , , , , , , , , , , , , , , , , , , , , 
5, ,720,24339, , , , , , , , , , , , , , , , , , , , , 
5, ,720,24340, , , , , , , , , , , , , , , , , , , , , 
5,721,721,10180,5,A,Yes, ,A, , , , , , , , , , , , , , ,Strongly Agree,"When I came into Calculus, I didn't have near as much math experience as I should have had to begin the class.  I had to work extra hard at things like trig identities because of my math background, or lack thereof.  The teacher I had for Calculus I was an awesome teacher.  He explained everything very well, and he was very open to giving students help.  That teacher really got me excited about math and about my ability to do math.  Soon after that class I switched my major to Physics."
5,721,721,10184, , , , , , , , , , , , , , , , , , , , , 
5,721,721,10200, , , , , , , , , , , , , , , , , , , , , 
5,721,721,10204,1,B,Yes, , , , , , , , , , , , , , , ,Strongly Disagree, ,"I took the course because it was required as a biochemistry major. If it were not required I would not take it because the homework assignments are long a time consuming and only about 5% of what I learned in the class is needed for my field and can be learned in one 50 minute class period.  Also, the material and examples covered in lecture was very simple and is pretty much exactly what the textbook teaches us. Then the homework is very complicated so we pretty much end up teaching ourselves the material and the lectures become pointless."
5,721,721,10221,1,B, ,No, , , , , , , , , ,I changed my major and now do not need to take Calculus II., ,I have too many other courses I need to complete., ,Disagree, , ,"My intended major when I took calculus I was chemistry, but I have since changed it to Spanish, with the intention to attend dental school after graduation. My experience with calculus I was overall positive. I normally enjoy math, even though it is something that does not come to me easily. I think something that I would have enjoyed would there to have been taught more application of calculus rather than more theory. Maybe there could be a class taught specifically for pre-professional students"
5,721,721,10236, , , , , , , , , , , , , , , , , , , , , 
5,721,721,10248, , , , , , , , , , , , , , , , , , , , , 
5,721,721,10249, , , , , , , , , , , , , , , , , , , , , 
5,721,721,10251, , , , , , , , , , , , , , , , , , , , , 
5,721,721,10252, , , , , , , , , , , , , , , , , , , , , 
