"Q26","Q5Post","Student_ID","Q3Post","Q48","Intstr_Gender","Institution_ID","Calc_Grade","Instr_Age","Instr_Prep_Calc","Stud_Work","Stud_Extra","Instr_Withdraw","Instr_Fail","Instr_Pass","Q18Post_AskedQs","Q18Post_Listened","Q18Post_Applications","Q18Post_Time","Q18Post_ProblemSolver","Q18Post_Explanations","Q18Post_Appointments","Q18Post_Discouraged"
4,1,17354,1,3,1,35,NA,27,NA,NA,NA,5,10,85,1,1,1,1,1,1,1,1
4,4,11798,4,3,1,35,NA,28,3,0,0,15,15,70,4,2,5,2,2,6,2,3
4,1,17429,1,3,1,35,NA,33,NA,NA,NA,10,20,70,1,1,1,1,1,1,1,1
4,4,11736,4,3,0,35,NA,31,13,25.5,0,10,10,80,2,2,6,2,2,2,2,7
4,1,17463,1,3,0,35,NA,45,NA,NA,NA,15,15,70,1,1,1,1,1,1,1,1
4,4,11767,4,3,1,35,NA,33,8,18,3,10,20,70,6,6,6,6,6,6,6,7
4,1,17467,1,3,0,35,NA,29,NA,NA,NA,5,10,85,1,1,1,1,1,1,1,1
4,1,17409,1,2,0,35,NA,45,NA,NA,NA,15,15,70,1,1,1,1,1,1,1,1
3,3,11783,3,2,0,35,NA,45,13,18,13,15,15,70,4,2,5,5,5,4,4,7
4,1,17414,1,3,1,35,NA,33,NA,NA,NA,10,20,70,1,1,1,1,1,1,1,1
3,1,17439,1,2,1,35,NA,27,NA,NA,NA,5,10,85,1,1,1,1,1,1,1,1
3,3,11735,3,2,0,35,NA,51,3,8,8,5,15,80,2,2,2,2,4,2,2,7
4,4,11776,4,2,1,35,NA,28,3,13,3,9,11,80,2,6,2,2,4,2,2,3
3,1,17457,1,2,0,35,NA,45,NA,NA,NA,15,15,70,1,1,1,1,1,1,1,1
4,1,17448,1,3,0,35,NA,29,NA,NA,NA,5,10,85,1,1,1,1,1,1,1,1
2,1,17438,1,3,0,35,NA,31,NA,NA,NA,10,10,80,1,1,1,1,1,1,1,1
4,1,17355,1,3,0,35,NA,51,NA,NA,NA,5,15,80,1,1,1,1,1,1,1,1
4,1,17382,1,3,0,35,NA,45,NA,NA,NA,15,15,70,1,1,1,1,1,1,1,1
2,1,17443,1,3,0,35,NA,31,NA,NA,NA,10,10,80,1,1,1,1,1,1,1,1
4,1,17353,1,3,0,35,NA,45,NA,NA,NA,15,15,70,1,1,1,1,1,1,1,1
2,1,17371,1,3,1,35,NA,61,NA,NA,NA,10,10,80,1,1,1,1,1,1,1,1
2,2,11733,4,2,0,35,NA,45,13,0,8,15,15,70,6,6,6,6,6,6,6,7
4,4,11772,4,3,0,35,NA,29,3,18,0,5,10,85,4,4,2,4,4,5,2,3
4,1,17420,1,2,0,35,NA,45,NA,NA,NA,15,15,70,1,1,1,1,1,1,1,1
4,1,17381,1,3,0,35,NA,31,NA,NA,NA,10,10,80,1,1,1,1,1,1,1,1
4,1,17427,1,3,0,35,NA,45,NA,NA,NA,15,15,70,1,1,1,1,1,1,1,1
4,4,11770,3,3,1,35,NA,61,8,13,0,10,10,80,4,4,4,5,5,3,2,3
4,4,11782,4,3,1,35,NA,33,8,0,18,10,20,70,5,4,2,4,4,2,4,7
2,1,17375,1,3,0,35,NA,45,NA,NA,NA,15,15,70,1,1,1,1,1,1,1,1
4,1,17422,1,3,0,35,NA,45,NA,NA,NA,15,15,70,1,1,1,1,1,1,1,1
4,1,17360,1,3,0,35,NA,45,NA,NA,NA,15,15,70,1,1,1,1,1,1,1,1
4,1,17356,1,2,0,35,NA,45,NA,NA,NA,15,15,70,1,1,1,1,1,1,1,1
4,1,17461,1,2,0,35,NA,29,NA,NA,NA,5,10,85,1,1,1,1,1,1,1,1
4,1,17440,1,3,1,35,NA,33,NA,NA,NA,10,20,70,1,1,1,1,1,1,1,1
4,1,17455,1,3,1,35,NA,33,NA,NA,NA,10,20,70,1,1,1,1,1,1,1,1
4,1,17405,1,2,0,35,NA,45,NA,NA,NA,15,15,70,1,1,1,1,1,1,1,1
4,4,11773,4,3,1,35,NA,33,8,13,0,10,20,70,6,6,6,6,6,4,1,3
3,1,11786,4,3,0,35,NA,29,3,0,8,5,10,85,6,6,6,6,6,6,6,7
4,1,17391,1,2,0,35,NA,45,NA,NA,NA,15,15,70,1,1,1,1,1,1,1,1
4,4,11741,4,3,0,35,NA,31,8,0,8,10,10,80,4,4,4,4,5,4,2,3
4,1,17441,1,1,1,35,NA,33,NA,NA,NA,10,20,70,1,1,1,1,1,1,1,1
2,1,17365,1,2,0,35,NA,51,NA,NA,NA,5,15,80,1,1,1,1,1,1,1,1
4,1,17397,1,2,1,35,NA,28,NA,NA,NA,9,11,80,1,1,1,1,1,1,1,1
4,1,17406,1,2,0,35,NA,45,NA,NA,NA,15,15,70,1,1,1,1,1,1,1,1
4,1,17424,1,3,0,35,NA,45,NA,NA,NA,15,15,70,1,1,1,1,1,1,1,1
4,4,11774,4,3,1,35,NA,28,3,0,3,9,11,80,2,6,2,4,4,6,6,7
4,1,17349,1,2,0,35,NA,45,NA,NA,NA,15,15,70,1,1,1,1,1,1,1,1
4,1,11790,4,3,0,35,NA,45,18,0,13,15,15,70,4,4,5,7,3,4,4,6
4,4,11747,4,3,0,35,NA,45,3,0,3,15,15,70,4,2,2,2,4,6,6,7
2,1,17362,1,3,1,35,NA,33,NA,NA,NA,10,20,70,1,1,1,1,1,1,1,1
4,1,17421,1,2,1,35,NA,27,NA,NA,NA,5,10,85,1,1,1,1,1,1,1,1
4,4,11763,4,3,1,35,NA,33,3,0,3,10,20,70,2,6,6,6,6,6,4,7
4,1,17462,1,3,1,35,NA,33,NA,NA,NA,10,20,70,1,1,1,1,1,1,1,1
4,1,17423,1,3,1,35,NA,27,NA,NA,NA,5,10,85,1,1,1,1,1,1,1,1
4,1,17416,1,3,1,35,NA,33,NA,NA,NA,10,20,70,1,1,1,1,1,1,1,1
4,4,11777,4,3,0,35,NA,45,3,0,25.5,15,15,70,4,2,4,4,4,6,6,5
3,1,17460,1,2,0,35,NA,29,NA,NA,NA,5,10,85,1,1,1,1,1,1,1,1
4,1,17410,1,3,0,35,NA,45,NA,NA,NA,15,15,70,1,1,1,1,1,1,1,1
4,4,11748,3,3,0,35,NA,45,8,0,18,15,15,70,2,2,2,5,2,2,6,7
4,1,17398,1,3,0,35,NA,51,NA,NA,NA,5,15,80,1,1,1,1,1,1,1,1
4,1,17378,1,3,0,35,NA,45,NA,NA,NA,15,15,70,1,1,1,1,1,1,1,1
4,1,17380,1,3,1,35,NA,73,NA,NA,NA,8,12,80,1,1,1,1,1,1,1,1
4,1,17403,1,3,1,35,NA,33,NA,NA,NA,5,10,85,1,1,1,1,1,1,1,1
4,1,17384,1,3,0,35,NA,31,NA,NA,NA,10,10,80,1,1,1,1,1,1,1,1
4,1,17433,1,3,1,35,NA,73,NA,NA,NA,8,12,80,1,1,1,1,1,1,1,1
3,1,17447,1,3,1,35,NA,27,NA,NA,NA,5,10,85,1,1,1,1,1,1,1,1
4,1,17449,1,2,0,35,NA,29,NA,NA,NA,5,10,85,1,1,1,1,1,1,1,1
4,1,17352,1,2,1,35,NA,73,NA,NA,NA,8,12,80,1,1,1,1,1,1,1,1
4,4,11739,4,3,0,35,NA,51,3,0,8,5,15,80,6,6,6,6,6,6,2,7
4,1,17412,1,2,1,35,NA,27,NA,NA,NA,5,10,85,1,1,1,1,1,1,1,1
4,1,17444,1,3,0,35,NA,45,NA,NA,NA,15,15,70,1,1,1,1,1,1,1,1
3,1,17366,1,3,0,35,NA,51,NA,NA,NA,5,15,80,1,1,1,1,1,1,1,1
4,1,17357,1,3,0,35,NA,31,NA,NA,NA,10,10,80,1,1,1,1,1,1,1,1
4,1,17367,1,3,1,35,NA,73,NA,NA,NA,8,12,80,1,1,1,1,1,1,1,1
4,4,11737,4,3,0,35,NA,31,3,0,3,10,10,80,2,2,4,2,2,2,2,7
4,1,17358,1,3,1,35,NA,27,NA,NA,NA,5,10,85,1,1,1,1,1,1,1,1
2,1,17363,1,3,0,35,NA,29,NA,NA,NA,5,10,85,1,1,1,1,1,1,1,1
4,4,11734,4,2,1,35,NA,28,8,0,3,15,15,70,4,2,4,4,4,2,6,7
4,1,17445,1,2,1,35,NA,28,NA,NA,NA,15,15,70,1,1,1,1,1,1,1,1
4,4,11750,4,2,0,35,NA,29,3,0,3,5,10,85,2,4,4,5,7,7,2,6
4,4,11771,4,3,0,35,NA,45,8,0,0,15,15,70,5,4,4,5,4,4,2,3
4,1,17450,1,3,1,35,NA,33,NA,NA,NA,10,20,70,1,1,1,1,1,1,1,1
4,4,11784,4,2,1,35,NA,33,3,0,3,10,20,70,5,6,5,4,5,2,6,5
4,4,11795,4,2,0,35,NA,29,3,0,3,5,10,85,5,2,5,4,4,4,2,5
4,1,17348,1,3,1,35,NA,73,NA,NA,NA,8,12,80,1,1,1,1,1,1,1,1
1,4,11759,4,3,0,35,NA,29,0,0,18,5,10,85,2,2,2,2,2,2,2,2
4,1,17374,1,2,0,35,NA,29,NA,NA,NA,5,10,85,1,1,1,1,1,1,1,1
4,1,17431,1,3,0,35,NA,45,NA,NA,NA,15,15,70,1,1,1,1,1,1,1,1
4,4,11793,4,3,0,35,NA,29,3,0,25.5,5,10,85,5,4,4,4,5,5,2,4
2,4,11787,4,3,1,35,NA,28,3,0,3,9,11,80,6,6,2,2,2,6,2,7
4,4,11789,4,2,1,35,NA,28,8,0,0,9,11,80,5,6,2,2,2,6,2,7
4,1,17350,1,3,0,35,NA,51,NA,NA,NA,5,15,80,1,1,1,1,1,1,1,1
4,1,17370,1,3,0,35,NA,45,NA,NA,NA,15,15,70,1,1,1,1,1,1,1,1
4,4,11768,4,2,0,35,NA,45,8,13,8,15,15,70,2,2,2,2,2,6,2,7
4,1,11792,4,3,0,35,NA,29,3,0,0,5,10,85,4,4,4,4,4,4,4,4
2,2,11757,2,2,0,35,NA,51,3,0,8,5,15,80,4,2,2,2,2,2,2,7
4,1,17372,1,2,1,35,NA,27,NA,NA,NA,5,10,85,1,1,1,1,1,1,1,1
2,4,11778,4,3,1,35,NA,28,8,0,13,9,11,80,2,6,2,6,6,2,6,2
4,1,17369,1,3,1,35,NA,28,NA,NA,NA,15,15,70,1,1,1,1,1,1,1,1
4,1,17400,1,3,0,35,NA,51,NA,NA,NA,5,15,80,1,1,1,1,1,1,1,1
4,1,11800,4,2,0,35,NA,45,3,0,8,15,15,70,6,6,6,6,6,6,6,7
4,4,11743,4,2,1,35,NA,28,8,0,3,9,11,80,2,2,2,2,2,6,6,7
4,4,11780,4,3,0,35,NA,29,3,0,3,5,10,85,2,5,6,2,4,2,2,7
4,1,17359,1,3,0,35,NA,51,NA,NA,NA,5,15,80,1,1,1,1,1,1,1,1
4,1,17459,1,3,0,35,NA,51,NA,NA,NA,5,15,80,1,1,1,1,1,1,1,1
4,1,17434,1,3,0,35,NA,31,NA,NA,NA,10,10,80,1,1,1,1,1,1,1,1
4,1,17466,1,3,0,35,NA,31,NA,NA,NA,10,10,80,1,1,1,1,1,1,1,1
4,1,17435,1,2,0,35,NA,45,NA,NA,NA,15,15,70,1,1,1,1,1,1,1,1
4,4,11791,4,2,0,35,NA,29,3,0,8,5,10,85,4,2,2,2,2,2,2,4
4,4,11749,4,3,0,35,NA,31,8,0,8,10,10,80,2,6,4,2,2,2,5,7
4,4,11760,2,3,0,35,NA,45,8,0,3,15,15,70,4,6,4,2,4,2,7,5
4,4,11746,4,3,0,35,NA,45,3,0,13,15,15,70,4,4,2,2,2,4,2,3
4,1,17393,1,3,0,35,NA,29,NA,NA,NA,5,10,85,1,1,1,1,1,1,1,1
4,1,17401,1,2,1,35,NA,27,NA,NA,NA,5,10,85,1,1,1,1,1,1,1,1
2,1,17436,1,3,0,35,NA,29,NA,NA,NA,5,10,85,1,1,1,1,1,1,1,1
4,1,17396,1,3,0,35,NA,31,NA,NA,NA,10,10,80,1,1,1,1,1,1,1,1
2,4,11751,4,2,0,35,NA,45,3,0,0,15,15,70,6,6,6,4,4,2,6,7
4,4,11799,2,3,0,35,NA,31,3,0,0,10,10,80,4,5,2,3,5,4,2,2
4,4,11794,4,3,0,35,NA,29,3,0,8,5,10,85,4,4,4,5,5,5,2,5
2,1,17392,1,2,0,35,NA,29,NA,NA,NA,5,10,85,1,1,1,1,1,1,1,1
4,1,17394,1,3,0,35,NA,31,NA,NA,NA,10,10,80,1,1,1,1,1,1,1,1
4,1,17451,1,3,0,35,NA,29,NA,NA,NA,5,10,85,1,1,1,1,1,1,1,1
4,1,17419,1,3,0,35,NA,45,NA,NA,NA,15,15,70,1,1,1,1,1,1,1,1
4,1,17373,1,2,1,35,NA,33,NA,NA,NA,5,10,85,1,1,1,1,1,1,1,1
4,4,11764,3,3,0,35,NA,31,3,0,3,10,10,80,2,2,2,2,2,4,2,5
2,1,17383,1,2,0,35,NA,31,NA,NA,NA,10,10,80,1,1,1,1,1,1,1,1
4,1,17456,1,3,1,35,NA,73,NA,NA,NA,8,12,80,1,1,1,1,1,1,1,1
4,4,11785,4,3,0,35,NA,29,3,3,0,5,10,85,7,7,7,7,7,7,7,7
4,1,17361,1,2,1,35,NA,61,NA,NA,NA,10,10,80,1,1,1,1,1,1,1,1
4,1,17464,1,3,0,35,NA,51,NA,NA,NA,5,15,80,1,1,1,1,1,1,1,1
4,1,17417,1,3,0,35,NA,31,NA,NA,NA,10,10,80,1,1,1,1,1,1,1,1
4,4,11744,4,2,1,35,NA,73,8,0,13,8,12,80,4,4,6,2,2,2,2,7
4,2,11781,2,2,1,35,NA,61,3,0,3,10,10,80,2,6,6,2,2,6,6,7
4,1,17425,1,3,0,35,NA,45,NA,NA,NA,15,15,70,1,1,1,1,1,1,1,1
4,1,17387,1,3,1,35,NA,61,NA,NA,NA,10,10,80,1,1,1,1,1,1,1,1
4,4,11754,3,3,0,35,NA,31,3,0,3,10,10,80,4,4,4,4,4,4,4,4
4,1,17395,1,3,1,35,NA,27,NA,NA,NA,5,10,85,1,1,1,1,1,1,1,1
4,1,17389,1,2,1,35,NA,27,NA,NA,NA,5,10,85,1,1,1,1,1,1,1,1
4,1,17413,1,3,1,35,NA,27,NA,NA,NA,5,10,85,1,1,1,1,1,1,1,1
4,4,11769,4,3,1,35,NA,73,8,0,0,8,12,80,6,6,6,6,6,6,6,7
4,1,17437,1,3,0,35,NA,45,NA,NA,NA,15,15,70,1,1,1,1,1,1,1,1
4,1,17404,1,3,1,35,NA,61,NA,NA,NA,10,10,80,1,1,1,1,1,1,1,1
4,4,11758,4,3,1,35,NA,28,3,0,3,9,11,80,4,2,2,4,6,1,5,4
3,1,17454,1,3,1,35,NA,27,NA,NA,NA,5,10,85,1,1,1,1,1,1,1,1
4,1,17452,1,3,1,35,NA,27,NA,NA,NA,5,10,85,1,1,1,1,1,1,1,1
2,4,11788,4,2,0,35,NA,51,3,0,8,5,15,80,2,2,2,2,2,2,2,2
2,4,11752,4,2,1,35,NA,61,3,0,3,10,10,80,2,2,4,2,2,6,1,7
4,1,17368,1,3,0,35,NA,31,NA,NA,NA,10,10,80,1,1,1,1,1,1,1,1
2,1,17428,1,3,1,35,NA,28,NA,NA,NA,9,11,80,1,1,1,1,1,1,1,1
4,1,17407,1,3,0,35,NA,51,NA,NA,NA,5,15,80,1,1,1,1,1,1,1,1
4,1,17411,1,2,1,35,NA,27,NA,NA,NA,5,10,85,1,1,1,1,1,1,1,1
4,4,11766,4,2,1,35,NA,73,8,0,13,8,12,80,6,6,6,6,6,6,6,7
4,1,17426,1,3,1,35,NA,27,NA,NA,NA,5,10,85,1,1,1,1,1,1,1,1
2,1,17442,1,3,0,35,NA,45,NA,NA,NA,15,15,70,1,1,1,1,1,1,1,1
2,4,11761,4,2,0,35,NA,45,3,8,3,15,15,70,2,2,2,2,2,2,2,5
4,1,17390,1,2,1,35,NA,61,NA,NA,NA,10,10,80,1,1,1,1,1,1,1,1
4,1,17446,1,3,0,35,NA,51,NA,NA,NA,5,15,80,1,1,1,1,1,1,1,1
4,1,17402,1,3,1,35,NA,73,NA,NA,NA,8,12,80,1,1,1,1,1,1,1,1
4,4,11738,4,3,1,35,NA,28,3,0,0,9,11,80,2,2,2,2,2,2,2,7
3,4,11775,4,2,0,35,NA,31,3,8,3,10,10,80,6,6,2,2,2,2,6,7
4,1,17379,1,3,0,35,NA,45,NA,NA,NA,15,15,70,1,1,1,1,1,1,1,1
4,4,11753,4,3,1,35,NA,28,3,3,3,9,11,80,4,4,4,4,4,4,4,7
4,1,17376,1,3,1,35,NA,27,NA,NA,NA,5,10,85,1,1,1,1,1,1,1,1
4,1,17399,1,3,1,35,NA,27,NA,NA,NA,5,10,85,1,1,1,1,1,1,1,1
4,1,17415,1,3,1,35,NA,27,NA,NA,NA,5,10,85,1,1,1,1,1,1,1,1
4,1,17364,1,3,1,35,NA,28,NA,NA,NA,15,15,70,1,1,1,1,1,1,1,1
4,4,11755,4,3,0,35,NA,45,3,0,3,15,15,70,6,6,6,6,6,6,6,7
4,4,11745,4,2,0,35,NA,45,3,0,13,15,15,70,6,6,6,6,2,6,6,7
4,1,17377,1,2,1,35,NA,61,NA,NA,NA,10,10,80,1,1,1,1,1,1,1,1
4,4,11742,4,2,0,35,NA,31,8,0,18,10,10,80,2,6,2,6,6,6,6,7
4,1,17388,1,2,1,35,NA,61,NA,NA,NA,10,10,80,1,1,1,1,1,1,1,1
4,1,17432,1,3,1,35,NA,27,NA,NA,NA,5,10,85,1,1,1,1,1,1,1,1
4,1,17408,1,3,1,35,NA,27,NA,NA,NA,5,10,85,1,1,1,1,1,1,1,1
4,1,17458,1,3,0,35,NA,31,NA,NA,NA,10,10,80,1,1,1,1,1,1,1,1
4,4,11779,4,3,1,35,NA,61,8,0,0,10,10,80,6,6,2,2,4,2,2,7
4,4,11765,4,3,1,35,NA,73,3,0,0,8,12,80,2,2,2,2,2,2,2,7
4,1,17453,1,2,0,35,NA,29,NA,NA,NA,5,10,85,1,1,1,1,1,1,1,1
4,1,17430,1,2,1,35,NA,33,NA,NA,NA,5,10,85,1,1,1,1,1,1,1,1
4,1,17386,1,3,0,35,NA,29,NA,NA,NA,5,10,85,1,1,1,1,1,1,1,1
1,4,21911,4,1,1,35,NA,28,3,3,0,9,11,80,4,4,2,2,5,5,2,3
1,4,21912,3,1,0,35,NA,45,3,8,3,15,15,70,6,6,6,6,2,6,6,5
1,4,21913,4,1,1,35,NA,28,3,0,8,9,11,80,4,6,2,2,2,2,6,7
1,4,21914,4,1,0,35,NA,45,0,0,0,15,15,70,7,7,4,7,7,7,4,5
1,4,21915,4,1,1,35,NA,61,3,0,18,10,10,80,5,5,3,3,4,5,4,3
1,2,21916,4,1,1,35,NA,28,3,25.5,3,9,11,80,2,2,6,2,2,2,6,3
1,2,21917,3,1,1,35,NA,28,3,0,3,9,11,80,2,4,4,4,5,4,2,5
1,4,21918,4,1,1,35,NA,33,8,0,8,10,20,70,2,2,6,2,2,2,2,3
1,4,21919,3,1,1,35,NA,28,3,0,0,9,11,80,4,2,4,2,4,2,2,3
1,4,21920,4,1,0,35,NA,29,8,0,18,5,10,85,4,5,5,7,7,4,4,2
1,4,21921,4,1,1,35,NA,73,3,0,18,8,12,80,4,2,6,2,2,4,2,3
1,4,21922,2,1,1,35,NA,33,3,0,3,10,20,70,2,2,6,4,5,2,4,4
1,4,21923,4,1,1,35,NA,28,3,0,8,15,15,70,2,4,4,4,2,4,6,3
1,4,21924,3,1,1,35,NA,28,3,0,8,15,15,70,4,2,2,4,5,5,4,5
1,4,21925,4,1,1,35,NA,28,3,0,3,9,11,80,6,6,6,6,2,6,6,7
1,4,21926,4,1,0,35,NA,45,3,0,3,15,15,70,2,2,2,2,2,2,2,3
1,4,21927,4,1,1,35,NA,73,8,0,8,8,12,80,4,6,6,2,2,2,6,7
1,4,21928,4,1,0,35,NA,51,3,0,3,5,15,80,2,6,6,6,2,2,2,7
1,4,21929,4,1,1,35,NA,61,3,25.5,0,10,10,80,2,2,4,4,4,4,6,7
1,4,21930,4,1,1,35,NA,28,3,3,3,9,11,80,4,2,2,3,5,3,2,5
1,4,21931,4,1,1,35,NA,28,3,3,3,9,11,80,2,2,2,2,2,2,2,3
1,1,21932,4,1,1,35,NA,61,3,0,0,10,10,80,4,4,2,3,3,4,4,7
1,4,21934,4,1,1,35,NA,73,NA,0,NA,8,12,80,3,4,5,5,4,4,2,5
1,4,21935,4,1,1,35,NA,28,8,13,3,9,11,80,4,4,4,5,4,3,3,2
1,4,21936,4,1,1,35,NA,28,8,13,3,9,11,80,3,5,5,5,4,2,4,2
1,4,21937,4,1,0,35,NA,51,8,18,3,5,15,80,6,6,6,6,6,6,6,7
1,1,21938,4,1,1,35,NA,28,3,8,0,9,11,80,4,2,5,5,4,2,2,7
1,1,21939,1,1,1,35,NA,28,NA,NA,NA,9,11,80,1,1,1,1,1,1,1,1
1,4,21940,4,1,1,35,NA,61,3,0,3,10,10,80,2,2,4,2,5,4,4,3
1,4,21941,4,1,1,35,NA,28,3,0,3,9,11,80,4,2,4,2,4,2,2,3
1,4,21942,4,1,1,35,NA,73,3,0,0,8,12,80,4,2,2,2,2,2,2,7
1,3,21943,3,1,1,35,NA,61,3,0,3,10,10,80,4,2,2,4,4,4,6,4
1,4,21944,4,1,1,35,NA,28,0,0,0,9,11,80,4,4,4,4,4,4,4,4
1,4,21946,3,1,1,35,NA,28,8,8,3,9,11,80,4,6,6,2,5,2,6,7
1,4,21947,4,1,1,35,NA,28,13,0,0,9,11,80,4,2,2,2,2,2,2,7
1,4,21948,4,1,0,35,NA,45,3,0,35,15,15,70,4,2,2,2,4,2,6,4
1,4,21949,4,1,0,35,NA,45,3,3,3,15,15,70,2,2,2,2,4,6,2,7
1,4,21950,4,1,0,35,NA,45,8,3,13,15,15,70,2,2,2,2,2,2,2,2
1,4,21951,3,1,1,35,NA,73,3,0,3,8,12,80,2,6,6,2,2,4,2,7
1,4,21952,4,1,1,35,NA,33,3,13,3,10,20,70,2,2,2,2,2,2,4,7
4,1,23651,1,1,1,35,NA,33,NA,NA,NA,10,20,70,1,1,1,1,1,1,1,1
1,1,23652,1,1,1,35,NA,33,NA,NA,NA,10,20,70,1,1,1,1,1,1,1,1
1,1,23653,1,1,1,35,NA,33,NA,NA,NA,10,20,70,1,1,1,1,1,1,1,1
1,1,23654,1,1,1,35,NA,33,NA,NA,NA,10,20,70,1,1,1,1,1,1,1,1
1,1,23655,1,1,1,35,NA,33,NA,NA,NA,10,20,70,1,1,1,1,1,1,1,1
1,1,23656,1,1,0,35,NA,45,NA,NA,NA,15,15,70,1,1,1,1,1,1,1,1
1,1,23657,1,1,0,35,NA,45,NA,NA,NA,15,15,70,1,1,1,1,1,1,1,1
1,1,23658,1,1,0,35,NA,45,NA,NA,NA,15,15,70,1,1,1,1,1,1,1,1
1,1,23659,1,1,0,35,NA,45,NA,NA,NA,15,15,70,1,1,1,1,1,1,1,1
1,1,23660,1,1,0,35,NA,45,NA,NA,NA,15,15,70,1,1,1,1,1,1,1,1
1,1,23661,1,1,0,35,NA,45,NA,NA,NA,15,15,70,1,1,1,1,1,1,1,1
1,1,23662,1,1,0,35,NA,29,NA,NA,NA,5,10,85,1,1,1,1,1,1,1,1
2,1,23663,1,1,0,35,NA,29,NA,NA,NA,5,10,85,1,1,1,1,1,1,1,1
1,1,23664,1,1,1,35,NA,28,NA,NA,NA,9,11,80,1,1,1,1,1,1,1,1
1,1,23665,1,1,1,35,NA,28,NA,NA,NA,9,11,80,1,1,1,1,1,1,1,1
1,1,23666,1,1,1,35,NA,28,NA,NA,NA,9,11,80,1,1,1,1,1,1,1,1
1,1,23667,1,1,0,35,NA,51,NA,NA,NA,5,15,80,1,1,1,1,1,1,1,1
1,1,23668,1,1,0,35,NA,31,NA,NA,NA,10,10,80,1,1,1,1,1,1,1,1
4,1,23669,1,1,1,35,NA,61,NA,NA,NA,10,10,80,1,1,1,1,1,1,1,1
1,1,24671,1,1,1,35,NA,33,NA,NA,NA,10,20,70,1,1,1,1,1,1,1,1
1,4,24672,4,1,1,35,NA,33,NA,NA,NA,10,20,70,1,1,1,1,1,1,1,1
1,1,24673,4,1,1,35,NA,33,NA,NA,NA,10,20,70,1,1,1,1,1,1,1,1
1,1,24674,4,1,1,35,NA,33,NA,NA,NA,10,20,70,1,1,1,1,1,1,1,1
1,1,24675,4,1,1,35,NA,33,NA,NA,NA,10,20,70,1,1,1,1,1,1,1,1
1,2,24676,4,1,0,35,NA,45,NA,NA,NA,15,15,70,1,1,1,1,1,1,1,1
1,1,24677,4,1,0,35,NA,29,NA,NA,NA,5,10,85,1,1,1,1,1,1,1,1
1,1,24678,4,1,0,35,NA,29,NA,NA,NA,5,10,85,1,1,1,1,1,1,1,1
1,1,24679,4,1,0,35,NA,29,NA,NA,NA,5,10,85,4,4,3,5,3,3,2,4
1,4,24680,2,1,1,35,NA,28,NA,NA,NA,9,11,80,5,2,2,2,2,5,2,4
1,3,24681,4,1,1,35,NA,28,NA,NA,NA,9,11,80,1,1,1,1,1,1,1,1
1,4,24682,4,1,1,35,NA,28,NA,NA,NA,9,11,80,6,6,6,6,6,6,6,6
1,4,24683,4,1,0,35,NA,51,NA,NA,NA,5,15,80,4,2,2,2,2,2,1,7
1,1,24684,4,1,0,35,NA,51,NA,NA,NA,5,15,80,2,6,6,2,4,2,5,5
1,4,24685,4,1,0,35,NA,51,NA,NA,NA,5,15,80,6,6,6,6,6,6,6,7
1,4,24686,4,1,0,35,NA,31,NA,NA,NA,10,10,80,1,1,1,1,1,1,1,1
1,4,24687,4,1,1,35,NA,28,NA,NA,NA,15,15,70,1,1,1,1,1,1,1,1
1,1,24688,2,1,1,35,NA,61,NA,NA,NA,10,10,80,1,1,1,1,1,1,1,1
1,4,24689,4,1,1,35,NA,73,NA,NA,NA,8,12,80,1,1,1,1,1,1,1,1
4,1,11153,4,2,0,24,NA,24,18,35,18,5,20,75,4,2,4,5,2,6,4,3
4,1,16205,1,3,1,24,NA,57,NA,NA,NA,5,12,83,1,1,1,1,1,1,1,1
4,1,16118,1,3,0,24,NA,24,NA,NA,NA,5,15,80,1,1,1,1,1,1,1,1
4,1,16148,1,3,1,24,NA,57,NA,NA,NA,5,12,83,1,1,1,1,1,1,1,1
2,1,16167,1,2,0,24,NA,24,NA,NA,NA,5,20,75,1,1,1,1,1,1,1,1
4,1,16186,1,3,0,24,NA,24,NA,NA,NA,5,15,80,1,1,1,1,1,1,1,1
2,1,16197,1,3,0,24,NA,26,NA,NA,NA,1,14,85,1,1,1,1,1,1,1,1
4,4,11152,4,3,0,24,NA,26,8,0,3,1,14,85,2,2,2,2,4,2,2,3
4,1,16143,1,3,1,24,NA,25,NA,NA,NA,5,5,90,1,1,1,1,1,1,1,1
4,1,16190,1,2,1,24,NA,57,NA,NA,NA,5,12,83,1,1,1,1,1,1,1,1
4,1,16172,1,2,1,24,NA,25,NA,NA,NA,5,5,90,1,1,1,1,1,1,1,1
4,1,16175,1,3,0,24,NA,25,NA,NA,NA,2,10,88,1,1,1,1,1,1,1,1
4,1,16169,1,3,1,24,NA,57,NA,NA,NA,5,12,83,1,1,1,1,1,1,1,1
4,1,16162,1,3,0,24,NA,25,NA,NA,NA,2,10,88,1,1,1,1,1,1,1,1
4,1,16184,1,3,0,24,NA,25,NA,NA,NA,2,10,88,1,1,1,1,1,1,1,1
4,1,16135,1,2,1,24,NA,57,NA,NA,NA,5,12,83,1,1,1,1,1,1,1,1
4,1,16194,1,3,0,24,NA,26,NA,NA,NA,1,14,85,1,1,1,1,1,1,1,1
4,1,16137,1,2,0,24,NA,26,NA,NA,NA,1,14,85,1,1,1,1,1,1,1,1
4,1,16130,1,3,1,24,NA,25,NA,NA,NA,5,5,90,1,1,1,1,1,1,1,1
